# MEAN_SAMPLE_SIZE = 112238
# TOTAL_GENES = 19235
# CONDITIONED_INTERNAL = genesize, log_genesize, genedensity, log_genedensity, samplesize, log_samplesize, inverse_mac, log_inverse_mac
SET                        NGENES       BETA   BETA_STD         SE            P FULL_NAME
GO_cc:go_lateral_plasm...      49     0.0902    0.00455      0.137      0.25491 GO_cc:go_lateral_plasma_membrane
GO_cc:go_banded_collag...      10     0.0909    0.00207      0.337      0.39365 GO_cc:go_banded_collagen_fibril
GO_cc:go_extrinsic_com...      26     -0.167   -0.00614      0.178      0.82636 GO_cc:go_extrinsic_component_of_organelle_membrane
GO_cc:go_platelet_dens...      14     -0.353   -0.00951      0.256      0.91587 GO_cc:go_platelet_dense_granule_lumen
GO_cc:go_intracellular...    1194   -0.00166  -0.000402     0.0288      0.52301 GO_cc:go_intracellular_vesicle
GO_cc:go_myosin_complex        65      0.153     0.0089      0.128      0.11621 GO_cc:go_myosin_complex
GO_cc:go_voltage_gated...      14     -0.284   -0.00767      0.294      0.83318 GO_cc:go_voltage_gated_sodium_channel_complex
GO_cc:go_dna_repair_co...      37     -0.255    -0.0112      0.176      0.92645 GO_cc:go_dna_repair_complex
GO_cc:go_clathrin_vesi...      23       -0.2    -0.0069      0.198      0.84352 GO_cc:go_clathrin_vesicle_coat
GO_cc:go_sin3_complex          13       0.17    0.00442       0.28      0.27143 GO_cc:go_sin3_complex
GO_cc:go_escrt_complex         26     0.0753    0.00277      0.189      0.34512 GO_cc:go_escrt_complex
GO_cc:go_cell_substrat...     379      0.056    0.00778     0.0503      0.13304 GO_cc:go_cell_substrate_junction
GO_cc:go_ciliary_trans...      25     -0.033   -0.00119      0.169      0.57755 GO_cc:go_ciliary_transition_zone
GO_cc:go_u5_snrnp              16     -0.366    -0.0105      0.206      0.96238 GO_cc:go_u5_snrnp
GO_cc:go_endocytic_ves...      17     -0.153   -0.00456      0.212      0.76574 GO_cc:go_endocytic_vesicle_lumen
GO_cc:go_histone_methy...      65      0.176     0.0102      0.108     0.052605 GO_cc:go_histone_methyltransferase_complex
GO_cc:go_microtubule_p...      17     -0.138   -0.00411      0.219      0.73648 GO_cc:go_microtubule_plus_end
GO_cc:go_saga_type_com...      27      0.155     0.0058      0.171      0.18222 GO_cc:go_saga_type_complex
GO_cc:go_cell_division...      51    -0.0336   -0.00173      0.126      0.60487 GO_cc:go_cell_division_site
GO_cc:go_extracellular...     117    -0.0437    -0.0034     0.0928      0.68131 GO_cc:go_extracellular_matrix_component
GO_cc:go_nuclear_heter...      29      0.283      0.011      0.164     0.042663 GO_cc:go_nuclear_heterochromatin
GO_cc:go_tctn_b9d_complex      12     0.0328   0.000819      0.243      0.44627 GO_cc:go_tctn_b9d_complex
GO_cc:go_prc1_complex          12     0.0354   0.000883      0.272      0.44836 GO_cc:go_prc1_complex
GO_cc:go_golgi_associa...      77      0.139     0.0088      0.104     0.091265 GO_cc:go_golgi_associated_vesicle
GO_cc:go_intrinsic_com...      56     -0.134   -0.00722      0.134      0.84035 GO_cc:go_intrinsic_component_of_golgi_membrane
GO_cc:go_synapse              718   -0.00359  -0.000681     0.0372      0.53843 GO_cc:go_synapse
GO_cc:go_chloride_chan...      41     0.0584    0.00269      0.179      0.37222 GO_cc:go_chloride_channel_complex
GO_cc:go_clathrin_coat...      16     0.0374    0.00108      0.233      0.43623 GO_cc:go_clathrin_coat_of_coated_pit
GO_cc:go_sin3_type_com...      16     0.0184   0.000531      0.256      0.47133 GO_cc:go_sin3_type_complex
GO_cc:go_postsynaptic_...     189     -0.022   -0.00217     0.0737       0.6176 GO_cc:go_postsynaptic_membrane
GO_cc:go_small_subunit...      32     0.0387    0.00158      0.142      0.39271 GO_cc:go_small_subunit_processome
GO_cc:go_ruffle_membrane       79      0.308     0.0197     0.0998    0.0010055 GO_cc:go_ruffle_membrane
GO_cc:go_external_enca...      10    0.00389   8.87e-05      0.276      0.49437 GO_cc:go_external_encapsulating_structure
GO_cc:go_cell_trailing...      10     -0.391   -0.00892      0.275      0.92277 GO_cc:go_cell_trailing_edge
GO_cc:go_cation_channe...     162     0.0906    0.00828     0.0814      0.13281 GO_cc:go_cation_channel_complex
GO_cc:go_mll1_2_complex        24     0.0575    0.00203      0.194      0.38338 GO_cc:go_mll1_2_complex
GO_cc:go_methyltransfe...      84      0.155     0.0102     0.0974      0.05566 GO_cc:go_methyltransferase_complex
GO_cc:go_nucleoplasm_part     660     0.0544     0.0099     0.0361     0.065722 GO_cc:go_nucleoplasm_part
GO_cc:go_synaptonemal_...      31      0.265     0.0106      0.164     0.053483 GO_cc:go_synaptonemal_complex
GO_cc:go_organellar_sm...      25    -0.0609   -0.00219      0.186      0.62853 GO_cc:go_organellar_small_ribosomal_subunit
GO_cc:go_cell_cell_adh...      51      -0.14   -0.00719      0.134      0.85102 GO_cc:go_cell_cell_adherens_junction
GO_cc:go_n_terminal_pr...      10     0.0611    0.00139      0.297       0.4185 GO_cc:go_n_terminal_protein_acetyltransferase_complex
GO_cc:go_proton_transp...      11      0.034   0.000812      0.283      0.45222 GO_cc:go_proton_transporting_atp_synthase_complex_coupling_factor_f_o_
GO_cc:go_connexon_complex      19      0.167    0.00523      0.217      0.22149 GO_cc:go_connexon_complex
GO_cc:go_golgi_membrane       665     0.0449     0.0082     0.0381      0.11931 GO_cc:go_golgi_membrane
GO_cc:go_coated_vesicl...     119    -0.0388   -0.00304     0.0858       0.6744 GO_cc:go_coated_vesicle_membrane
GO_cc:go_smooth_endopl...      32     0.0961    0.00392      0.166      0.28148 GO_cc:go_smooth_endoplasmic_reticulum
GO_cc:go_endoribonucle...      20     0.0707    0.00228      0.213      0.37004 GO_cc:go_endoribonuclease_complex
GO_cc:go_atpase_complex        23    -0.0496   -0.00171      0.205      0.59535 GO_cc:go_atpase_complex
GO_cc:go_nuclear_inner...      49     0.0173    0.00087      0.136      0.44936 GO_cc:go_nuclear_inner_membrane
GO_cc:go_late_endosome        195    -0.0235   -0.00236     0.0673      0.63662 GO_cc:go_late_endosome
GO_cc:go_vacuolar_lumen       106    -0.0223   -0.00165     0.0935      0.59442 GO_cc:go_vacuolar_lumen
GO_cc:go_lamellipodium...      20      0.181    0.00584      0.196      0.17722 GO_cc:go_lamellipodium_membrane
GO_cc:go_exosome_rnase...      21      0.131    0.00433      0.181      0.23444 GO_cc:go_exosome_rnase_complex_
GO_cc:go_er_to_golgi_t...      36    -0.0576   -0.00249      0.159      0.64143 GO_cc:go_er_to_golgi_transport_vesicle_membrane
GO_cc:go_spindle_midzone       27    -0.0161  -0.000601      0.198      0.53234 GO_cc:go_spindle_midzone
GO_cc:go_presynaptic_m...      54    -0.0719    -0.0038      0.139      0.69744 GO_cc:go_presynaptic_membrane
GO_cc:go_nuclear_membr...      15      0.128    0.00357      0.211      0.27232 GO_cc:go_nuclear_membrane_part
GO_cc:go_xy_body               14      0.374     0.0101      0.258     0.073861 GO_cc:go_xy_body
GO_cc:go_mitochondrial...     164     -0.187    -0.0172     0.0732      0.99465 GO_cc:go_mitochondrial_membrane_part
GO_cc:go_cop9_signalosome      30     0.0904    0.00357      0.163      0.28945 GO_cc:go_cop9_signalosome
GO_cc:go_inner_mitocho...     103     -0.186    -0.0136     0.0921      0.97852 GO_cc:go_inner_mitochondrial_membrane_protein_complex
GO_cc:go_neuron_projec...     898    -0.0103   -0.00217     0.0333      0.62107 GO_cc:go_neuron_projection
GO_cc:go_bloc_complex          21      0.273    0.00901      0.194     0.079739 GO_cc:go_bloc_complex
GO_cc:go_beta_catenin_...      14      0.359    0.00968      0.257     0.081601 GO_cc:go_beta_catenin_destruction_complex
GO_cc:go_apicolateral_...      16       0.55     0.0159      0.258     0.016537 GO_cc:go_apicolateral_plasma_membrane
GO_cc:go_catalytic_com...     981     0.0412    0.00907     0.0309     0.091097 GO_cc:go_catalytic_complex
GO_cc:go_filopodium_tip        11     -0.398   -0.00952      0.327      0.88838 GO_cc:go_filopodium_tip
GO_cc:go_mismatch_repa...       9     -0.828    -0.0179       0.44      0.96995 GO_cc:go_mismatch_repair_complex
GO_cc:go_axoneme_part          23     -0.115   -0.00397      0.207      0.71062 GO_cc:go_axoneme_part
GO_cc:go_kinetochore          113      0.173     0.0132      0.085     0.020857 GO_cc:go_kinetochore
GO_cc:go_interstitial_...      13      0.114    0.00295      0.262      0.33223 GO_cc:go_interstitial_matrix
GO_cc:go_extracellular...    1270     0.0215    0.00535     0.0294      0.23173 GO_cc:go_extracellular_space
GO_cc:go_cytoplasmic_d...      14     -0.589    -0.0159      0.264      0.98709 GO_cc:go_cytoplasmic_dynein_complex
GO_cc:go_endolysosome_...      10     -0.181   -0.00412      0.304      0.72396 GO_cc:go_endolysosome_membrane
GO_cc:go_prespliceosome        21      0.145    0.00478      0.223      0.25861 GO_cc:go_prespliceosome
GO_cc:go_chd_type_complex      16      0.032   0.000921      0.233      0.44557 GO_cc:go_chd_type_complex
GO_cc:go_sperm_princip...      15     -0.303   -0.00846      0.298       0.8455 GO_cc:go_sperm_principal_piece
GO_cc:go_catalytic_ste...      86     -0.111   -0.00739     0.0936      0.88164 GO_cc:go_catalytic_step_2_spliceosome
GO_cc:go_virion                 5     -0.243   -0.00391      0.397      0.72967 GO_cc:go_virion
GO_cc:go_vacuolar_part        641    -0.0516   -0.00926     0.0381      0.91215 GO_cc:go_vacuolar_part
GO_cc:go_mitochondrial...     918     0.0296     0.0063     0.0312       0.1717 GO_cc:go_mitochondrial_part
GO_cc:go_mitochondrion       1562    0.00913    0.00249     0.0246      0.35538 GO_cc:go_mitochondrion
GO_cc:go_cell_surface         694    0.00827    0.00154     0.0377      0.41324 GO_cc:go_cell_surface
GO_cc:go_hemoglobin_co...      12     -0.477    -0.0119      0.407       0.8789 GO_cc:go_hemoglobin_complex
GO_cc:go_dendrite_memb...      20     -0.167   -0.00537      0.196      0.80185 GO_cc:go_dendrite_membrane
GO_cc:go_respiratory_c...      79    -0.0967   -0.00618      0.106       0.8193 GO_cc:go_respiratory_chain
GO_cc:go_u4_u6_x_u5_tr...      20     -0.187   -0.00602      0.178      0.85299 GO_cc:go_u4_u6_x_u5_tri_snrnp_complex
GO_cc:go_prp19_complex         13      0.425      0.011       0.23     0.032689 GO_cc:go_prp19_complex
GO_cc:go_condensed_chr...      96        0.2     0.0141     0.0907       0.0137 GO_cc:go_condensed_chromosome_centromeric_region
GO_cc:go_tricarboxylic...      11     0.0619    0.00148      0.325      0.42433 GO_cc:go_tricarboxylic_acid_cycle_enzyme_complex
GO_cc:go_staga_complex         13     0.0857    0.00223      0.252       0.3667 GO_cc:go_staga_complex
GO_cc:go_sperm_midpiece        12     -0.492    -0.0123      0.267      0.96719 GO_cc:go_sperm_midpiece
GO_cc:go_secretory_gra...      75     -0.271    -0.0169      0.114      0.99126 GO_cc:go_secretory_granule_membrane
GO_cc:go_dna_packaging...     100     0.0371    0.00267      0.137      0.39359 GO_cc:go_dna_packaging_complex
GO_cc:go_pole_plasm            15     -0.277   -0.00773      0.249      0.86727 GO_cc:go_pole_plasm
GO_cc:go_membrane_micr...     277     0.0805    0.00959     0.0582     0.083079 GO_cc:go_membrane_microdomain
GO_cc:go_transporter_c...     304   -0.00397  -0.000495     0.0593      0.52671 GO_cc:go_transporter_complex
GO_cc:go_side_of_membrane     374     0.0146    0.00201      0.051      0.38747 GO_cc:go_side_of_membrane
GO_cc:go_photoreceptor...      30     -0.261    -0.0103      0.161      0.94764 GO_cc:go_photoreceptor_connecting_cilium
GO_cc:go_condensed_chr...      12      0.515     0.0129      0.314     0.050335 GO_cc:go_condensed_chromosome_outer_kinetochore
GO_cc:go_clathrin_coat...      69    -0.0356   -0.00213      0.113      0.62319 GO_cc:go_clathrin_coated_vesicle_membrane
GO_cc:go_membrane_prot...     953    0.00126   0.000274     0.0319       0.4842 GO_cc:go_membrane_protein_complex
GO_cc:go_intrinsic_com...      15      -0.68     -0.019      0.268      0.99445 GO_cc:go_intrinsic_component_of_the_cytoplasmic_side_of_the_plasma_membrane
GO_cc:go_nuclear_outer...     945     0.0169    0.00365      0.032       0.2987 GO_cc:go_nuclear_outer_membrane_endoplasmic_reticulum_membrane_network
GO_cc:go_transcription...      18        0.3    0.00918      0.211     0.077307 GO_cc:go_transcriptionally_active_chromatin
GO_cc:go_u2_type_presp...      16    -0.0316  -0.000912       0.26      0.54842 GO_cc:go_u2_type_prespliceosome
GO_cc:go_endoplasmic_r...      11    -0.0145  -0.000346      0.235      0.52459 GO_cc:go_endoplasmic_reticulum_chaperone_complex
GO_cc:go_schmidt_lante...      11    -0.0387  -0.000925      0.289      0.55324 GO_cc:go_schmidt_lanterman_incisure
GO_cc:go_semaphorin_re...       9     -0.204    -0.0044      0.332      0.72978 GO_cc:go_semaphorin_receptor_complex
GO_cc:go_axon_cytoplasm        31     0.0268    0.00108      0.157      0.43219 GO_cc:go_axon_cytoplasm
GO_cc:go_lamellipodium        166     0.0473    0.00437     0.0749      0.26405 GO_cc:go_lamellipodium
GO_cc:go_nuclear_trans...     119     0.0441    0.00346     0.0885      0.30921 GO_cc:go_nuclear_transcription_factor_complex
GO_cc:go_midbody              129    -0.0407   -0.00332     0.0831      0.68797 GO_cc:go_midbody
GO_cc:go_heterochromatin       60      0.266     0.0148      0.119     0.012671 GO_cc:go_heterochromatin
GO_cc:go_dna_helicase_...      14    -0.0745   -0.00201      0.287      0.60238 GO_cc:go_dna_helicase_complex
GO_cc:go_chromocenter          13    -0.0374  -0.000972      0.286      0.55207 GO_cc:go_chromocenter
GO_cc:go_spliceosomal_...     161     -0.118    -0.0108     0.0696      0.95515 GO_cc:go_spliceosomal_complex
GO_cc:go_nadh_dehydrog...      42     -0.207   -0.00965      0.158      0.90387 GO_cc:go_nadh_dehydrogenase_complex
GO_cc:go_sarcoplasm            67     0.0138   0.000812      0.123      0.45526 GO_cc:go_sarcoplasm
GO_cc:go_dna_directed_...      18       0.05    0.00153      0.193      0.39775 GO_cc:go_dna_directed_rna_polymerase_ii_core_complex
GO_cc:go_cell_cell_jun...     362     0.0455    0.00619     0.0517      0.18934 GO_cc:go_cell_cell_junction
GO_cc:go_condensed_nuc...      17     0.0211   0.000627      0.233      0.46384 GO_cc:go_condensed_nuclear_chromosome_centromeric_region
GO_cc:go_phosphatidyli...      20      0.318     0.0102      0.231     0.084987 GO_cc:go_phosphatidylinositol_3_kinase_complex
GO_cc:go_intraciliary_...      19     0.0827     0.0026      0.235      0.36263 GO_cc:go_intraciliary_transport_particle_b
GO_cc:go_dna_directed_...      12     0.0371   0.000927      0.268      0.44484 GO_cc:go_dna_directed_rna_polymerase_i_complex
GO_cc:go_replication_fork      59      0.141     0.0078      0.121      0.12175 GO_cc:go_replication_fork
GO_cc:go_immunoglobuli...       6      0.328    0.00579      0.356      0.17865 GO_cc:go_immunoglobulin_complex
GO_cc:go_small_nucleol...      18      0.193    0.00591      0.208      0.17575 GO_cc:go_small_nucleolar_ribonucleoprotein_complex
GO_cc:go_smn_sm_protei...      16      0.266    0.00766       0.22      0.11394 GO_cc:go_smn_sm_protein_complex
GO_cc:go_receptor_complex     311      0.128     0.0161     0.0572     0.012923 GO_cc:go_receptor_complex
GO_cc:go_intraciliary_...      30      0.228    0.00899      0.181      0.10468 GO_cc:go_intraciliary_transport_particle
GO_cc:go_anchoring_jun...     465     0.0461    0.00709     0.0459      0.15743 GO_cc:go_anchoring_junction
GO_cc:go_preribosome_l...      20     -0.205   -0.00662        0.2      0.84726 GO_cc:go_preribosome_large_subunit_precursor
GO_cc:go_endoplasmic_r...      59      0.162    0.00894      0.126      0.10012 GO_cc:go_endoplasmic_reticulum_golgi_intermediate_compartment_membrane
GO_cc:go_extrinsic_com...      95    -0.0134  -0.000941      0.101      0.55276 GO_cc:go_extrinsic_component_of_cytoplasmic_side_of_plasma_membrane
GO_cc:go_gamma_tubulin...      18    -0.0016   -4.9e-05      0.215      0.50298 GO_cc:go_gamma_tubulin_complex
GO_cc:go_polysome              38     -0.101   -0.00448      0.144      0.75845 GO_cc:go_polysome
GO_cc:go_presynaptic_a...      27     -0.286    -0.0107      0.193      0.93111 GO_cc:go_presynaptic_active_zone
GO_cc:go_exocyst               17    -0.0433   -0.00129      0.242       0.5709 GO_cc:go_exocyst
GO_cc:go_dna_directed_...      18      0.113    0.00346       0.18      0.26468 GO_cc:go_dna_directed_rna_polymerase_iii_complex
GO_cc:go_podosome              23    -0.0966   -0.00334      0.203      0.68293 GO_cc:go_podosome
GO_cc:go_ciliary_base          22    0.00929   0.000314      0.202      0.48165 GO_cc:go_ciliary_base
GO_cc:go_autophagosome...      29    -0.0895   -0.00347      0.173      0.69789 GO_cc:go_autophagosome_membrane
GO_cc:go_intrinsic_com...      20     -0.388    -0.0125      0.211      0.96691 GO_cc:go_intrinsic_component_of_mitochondrial_inner_membrane
GO_cc:go_dynein_complex        41     -0.371    -0.0171       0.15      0.99318 GO_cc:go_dynein_complex
GO_cc:go_organellar_la...      32     0.0791    0.00322      0.157      0.30731 GO_cc:go_organellar_large_ribosomal_subunit
GO_cc:go_carboxy_termi...      21     -0.323    -0.0107      0.205      0.94219 GO_cc:go_carboxy_terminal_domain_protein_kinase_complex
GO_cc:go_desmosome             23      -0.17   -0.00589      0.215       0.7859 GO_cc:go_desmosome
GO_cc:go_recycling_end...      36     -0.171   -0.00737      0.155      0.86417 GO_cc:go_recycling_endosome_membrane
GO_cc:go_organelle_env...      81       0.17      0.011      0.104     0.049932 GO_cc:go_organelle_envelope_lumen
GO_cc:go_spindle_micro...      54     0.0802    0.00424      0.133      0.27307 GO_cc:go_spindle_microtubule
GO_cc:go_golgi_transpo...      13    -0.0946   -0.00246      0.232      0.65827 GO_cc:go_golgi_transport_complex
GO_cc:go_outer_membrane       179     -0.015   -0.00144     0.0695      0.58567 GO_cc:go_outer_membrane
GO_cc:go_ribosomal_sub...     151     -0.101   -0.00892      0.074      0.91393 GO_cc:go_ribosomal_subunit
GO_cc:go_cis_golgi_net...      39      0.326     0.0146      0.147     0.013646 GO_cc:go_cis_golgi_network
GO_cc:go_trans_golgi_n...      26      0.213    0.00784      0.192      0.13265 GO_cc:go_trans_golgi_network_transport_vesicle
GO_cc:go_inhibitory_sy...      11     0.0983    0.00235       0.31      0.37582 GO_cc:go_inhibitory_synapse
