# ALPHA = 0.05
# TOT_SETS = 10651


# _SET1_ SET = Curated_gene_sets:kegg_pathways_in_cancer
# _SET1_ NGENES = 318
# _SET1_ P = 3.83538e-06
_SET1_     GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET13_    ENSG00000075213     7   83580093   84127040   2776     150  115718      0.53524      0.29624
_SET13_    ENSG00000153993     7   84619869   84821171    694      98  104759       2.6801    0.0036804
_SET13_    ENSG00000157240     7   90888783   90903123     36      22  104438     -0.47965      0.68426
_SET13_    ENSG00000105810     7   92229235   92470908    570      99  110191       3.3291   0.00043564
_SET13_    ENSG00000006377     7   96629860   96645351     36      22  102702        1.393     0.081805
_SET13_    ENSG00000105880     7   96644704   96659409     66      29  109862      0.14517      0.44229
_SET13_    ENSG00000198742     7   98620061   98746723    500      86  106087     -0.96053       0.8316
_SET13_    ENSG00000106397     7  100844258  100866701    114      44  110820      0.44493      0.32818
_SET13_    ENSG00000128606     7  102548438  102590396    146      41   97719      0.85555      0.19612
_SET13_    ENSG00000105835     7  105883731  105931772    185      44  113833     -0.65909      0.74508
_SET13_    ENSG00000091136     7  107559244  107648700    387      90  110983       1.3783      0.08406
_SET13_    ENSG00000006652     7  112058023  112126072    351      58  117549      -1.1839      0.88178
_SET13_    ENSG00000128573     7  113721382  114338827   2055     149  109382      0.63186      0.26374
_SET13_    ENSG00000105971     7  115922434  116153595    979      87  120653      0.35267      0.36217
_SET13_    ENSG00000105974     7  116159839  116206233    202      45  121382      0.47233      0.31835
_SET13_    ENSG00000105976     7  116307444  116443440    388      90  114295        0.946      0.17207
_SET13_    ENSG00000105989     7  116911685  116968343    196      68  116262     -0.10712      0.54265
_SET13_    ENSG00000106025     7  120422376  120503456    250      49  112029       0.0866      0.46549
_SET13_    ENSG00000002745     7  120960421  120986158    110      34  114177       -0.197      0.57808
_SET13_    ENSG00000174697     7  127876337  127902681    138      42  110486      0.93077      0.17599
_SET13_    ENSG00000128602     7  128823713  128858386    147      42  114229       2.1875     0.014353
_SET13_    ENSG00000106484     7  130121012  130151133    105      29  113743       1.3841     0.083159
_SET13_    ENSG00000128567     7  131180021  131247976    335      84  115388     -0.63805      0.73828
_SET13_    ENSG00000131558     7  132932829  133756342   3054      95  106579      0.38434      0.35036
_SET13_    ENSG00000105887     7  135606509  135667101    307      38  120431      0.31124      0.37781
_SET13_    ENSG00000105894     7  136907088  137033611    535      95  117139     -0.62379      0.73362
_SET13_    ENSG00000182158     7  137554725  137691813    613     109  111102       0.5033      0.30738
_SET13_    ENSG00000064393     7  139241316  139482577    869     109  109252      0.38723      0.34929
_SET13_    ENSG00000197993     7  142633201  142664768    142      32  116870     -0.80566      0.78978
_SET13_    ENSG00000197448     7  142936186  142972947     85      56   90055       1.0534      0.14607
_SET13_    ENSG00000106462     7  148499475  148586413    350      59  105490       1.7544     0.039683
_SET13_    ENSG00000164885     7  150745899  150760617     47      25  110028     -0.27701      0.60911
_SET13_    ENSG00000196584     7  152336864  152378250    230      52  105407      0.42198      0.33652
_SET13_    ENSG00000157212     7  154730397  154799794    272      34  110619    -0.051016      0.52034
_SET13_    ENSG00000164690     7  155587680  155609967     81      43  106806     -0.64624      0.74094
_SET13_    ENSG00000171056     8   10576278   10702357    839      44  125624      0.68865      0.24552
_SET13_    ENSG00000258724     8   10577909   10702357    827      49  125684      0.69023      0.24502
_SET13_    ENSG00000136574     8   11529468   11622511    525      75  119411     -0.11385      0.54532
_SET13_    ENSG00000164733     8   11695033   11731957    259      43  117029       1.5649     0.058809
_SET13_    ENSG00000164741     8   12935870   13378167   2975     147  123671       1.0341      0.15054
_SET13_    ENSG00000185053     8   13942373   15100848   8806     298  117771      0.68085      0.24798
_SET13_    ENSG00000147408     8   19256672   19620540   2001     152  122284      0.92572      0.17729
_SET13_    ENSG00000168487     8   22017249   22074839    329      68  107043       2.3854    0.0085312
_SET13_    ENSG00000147439     8   22472931   22531661    300      45  108125      0.82241      0.20542
_SET13_    ENSG00000134013     8   23149702   23287841   1039      82  120944       2.1767     0.014752
_SET13_    ENSG00000167034     8   23531206   23545440     62      20  115389      0.58796      0.27828
_SET13_    ENSG00000180053     8   23554964   23569111     74      18  124567      0.25712      0.39854
_SET13_    ENSG00000159167     8   23694428   23717320    102      27  120859       1.1794      0.11912
_SET13_    ENSG00000221818     8   25694246   25907913   1022     147  119562       1.6169     0.052948
_SET13_    ENSG00000104290     8   28346729   28436775    273      26  114240     -0.97848      0.83608
_SET13_    ENSG00000120875     8   29185581   29213185    120      34  119340      0.72654      0.23375
_SET13_    ENSG00000157168     8   31491902   32627548   5574     235  120614      0.07422      0.47042
_SET13_    ENSG00000183779     8   37548269   37562537     33      22   88333     0.081974      0.46733
_SET13_    ENSG00000077782     8   38263656   38331352    214      75  110314       1.4693     0.070869
_SET13_    ENSG00000168615     8   38849388   38967663    423      49  109582      -1.0649      0.85655
_SET13_    ENSG00000104332     8   41114481   41172016    254      57  110353       2.3794    0.0086709
_SET13_    ENSG00000158669     8   41429706   41487520    284      35  112783       3.6051   0.00015603
_SET13_    ENSG00000165066     8   41497697   41513855     81      27  119271       6.2378    2.219e-10
_SET13_    ENSG00000253729     8   48680669   48877743    456     113   92524      0.97891      0.16381
_SET13_    ENSG00000019549     8   49825249   49839299     28      20  101205   -0.0057368      0.50229
_SET13_    ENSG00000147509     8   54759368   54876863    427      64  109039      0.58198      0.28029
_SET13_    ENSG00000164736     8   55365495   55378448     34      12  123533      0.60549      0.27243
_SET13_    ENSG00000104237     8   55523627   55548394     96      28  108606      0.47953      0.31578
_SET13_    ENSG00000104331     8   57865492   57911403    139      33  114277     -0.45527      0.67554
_SET13_    ENSG00000171316     8   61586337   61784465    710      59  112188       1.4151     0.078523
_SET13_    ENSG00000172817     8   65495320   65716318    697      68  115074      -1.0596      0.85534
_SET13_    ENSG00000137573     8   70373859   70578150    840     157  117410      0.67585      0.24957
_SET13_    ENSG00000104313     8   72104668   72279467    727     138  115282     -0.47176      0.68145
_SET13_    ENSG00000178860     8   72748784   72761703     69      25  118141      0.70428      0.24063
_SET13_    ENSG00000121039     8   74201847   74242516    164      46  115702     -0.88337      0.81148
_SET13_    ENSG00000164683     8   80671245   80685098     50      26  107550     -0.62387      0.73365
_SET13_    ENSG00000164687     8   82187598   82202012     29      15  104225      -1.2594      0.89606
_SET13_    ENSG00000104267     8   86371081   86398722     85      33  104825      0.14176      0.44363
_SET13_    ENSG00000104327     8   91065836   91112703    194      38  112351      0.20536      0.41865
_SET13_    ENSG00000104324     8   97652455   98166882   1578     135  111886     -0.89152      0.81367
_SET13_    ENSG00000104375     8   99408631   99960055   1515     106  104810     -0.79547      0.78683
_SET13_    ENSG00000164920     8   99951631   99969332     44      29   97628     -0.36053      0.64077
_SET13_    ENSG00000083307     8  102499660  102686954    995     135  112655     -0.54244      0.70624
_SET13_    ENSG00000155090     8  103656007  103673130     76      27  120472      -1.0694      0.85756
_SET13_    ENSG00000164930     8  104305661  104350094    171      27  124588     -0.44266        0.671
_SET13_    ENSG00000164932     8  104378743  104400225    105      28  116009       1.1852      0.11797
_SET13_    ENSG00000169946     8  106325920  106821760   1817     194  115514       3.5958   0.00016168
_SET13_    ENSG00000147655     8  108906544  109100913    770      85  115468      -1.3211      0.90677
_SET13_    ENSG00000104447     8  116415724  116826899   1333      94  110738       2.1052     0.017637
_SET13_    ENSG00000182197     8  118801729  119129092   1347     123  116949     -0.78949      0.78509
_SET13_    ENSG00000136999     8  120423546  120441593    110      11  128523      0.30105      0.38169
_SET13_    ENSG00000170961     8  122619356  122658630    143      33  118825      0.54668       0.2923
_SET13_    ENSG00000170873     8  125558031  125745730   1090     137  116551        1.495     0.067456
_SET13_    ENSG00000136997     8  128742680  128758674     75      34  112509      0.70947      0.23902
_SET13_    ENSG00000066827     8  135485031  135730292   1225      97  120781        1.725     0.042266
_SET13_    ENSG00000198576     8  143687405  143701833     68      18  115692       1.1521      0.12464
_SET13_    ENSG00000180921     8  144801103  144820971    106      38   99116      0.54588      0.29258
_SET13_    ENSG00000180900     8  144868090  144902549    207      70   99673      -1.4499      0.92646
_SET13_    ENSG00000179526     8  145148536  145168027     73      20  105360      0.35851      0.35998
_SET13_    ENSG00000187786     8  145316517  145328045      1       1   67786     -0.12566         0.55
_SET13_    ENSG00000188686     8  145485549  145497470      8       5   69445     -0.29425      0.61572
_SET13_    ENSG00000160973     8  145693795  145706718     45      19   94876       -1.089      0.86192
_SET13_    ENSG00000137090     9     836690     974090   1077     120  118940      0.65373      0.25664
_SET13_    ENSG00000080298     9    3213297    3531004   1619      99  109124       1.1073      0.13408
_SET13_    ENSG00000096968     9    4980033    5133183    649      45  117839      0.53704      0.29562
_SET13_    ENSG00000107165     9   12680439   12715290    151      31  119742      0.29635      0.38348
_SET13_    ENSG00000147862     9   14076842   14403982   1566     212  107226       1.2857     0.099276
_SET13_    ENSG00000175893     9   14606069   14698469    496      65  121254    -0.022029      0.50879
_SET13_    ENSG00000147869     9   14714722   14727715     76      24  121324     -0.67516      0.75021
_SET13_    ENSG00000173068     9   16404501   16875841   2245     182  117577       1.2681      0.10237
_SET13_    ENSG00000096872     9   26942037   27067928    481      67  118994       1.6732     0.047147
_SET13_    ENSG00000197579     9   32535542   32557551     71      30  108823     -0.58414      0.72044
_SET13_    ENSG00000086062     9   33099080   33172354    365      44  122259     -0.89053      0.81341
